	tweet_id	jpg_url	prob_breed	timestamp	source	text	expanded_urls	rating_numerator	rating_denominator	name	doggo	floofer	pupper	puppo	num_likes	num_retweets
345	674790488185167872	https://pbs.twimg.com/media/CV1WXsmWcAAgQ56.jpg	Labrador_retriever	2015-12-10 03:19:24 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	ER... MER... GERD 13/10 https://t.co/L1puJISV1a	https://twitter.com/dog_rates/status/674790488185167872/photo/1	13.0	10.0	None	None	None	None	None	1141.0	266.0
346	674793399141146624	https://pbs.twimg.com/media/CV1ZA3oWEAA1HW_.jpg	giant_schnauzer	2015-12-10 03:30:58 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	I have found another. 13/10 https://t.co/HwroPYv8pY	https://twitter.com/dog_rates/status/674793399141146624/photo/1	13.0	10.0	None	None	None	None	None	2580.0	1145.0
347	674800520222154752	https://pbs.twimg.com/media/CV1ffl3XAAAiFyr.jpg	Pembroke	2015-12-10 03:59:15 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Tedders. He broke his leg saving babies from the Pompeii eruption. 11/10 where's his Purple Heart? @POTUS https://t.co/cMI2AcLm4B	https://twitter.com/dog_rates/status/674800520222154752/photo/1	11.0	10.0	Tedders	None	None	None	None	3102.0	903.0
348	674805413498527744	https://pbs.twimg.com/ext_tw_video_thumb/674805331965399040/pu/img/-7bw8niVrgIkLKOW.jpg	English_springer	2015-12-10 04:18:42 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"When your entire life is crumbling before you and you're trying really hard to hold your shit together.
10/10 https://t.co/vqFkgYPCW8"	https://twitter.com/dog_rates/status/674805413498527744/video/1	10.0	10.0	None	None	None	None	None	887.0	370.0
349	674999807681908736	https://pbs.twimg.com/media/CV4UvgNUkAEEnZd.jpg	Rottweiler	2015-12-10 17:11:09 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Ok last one of these. I may try to make some myself. Anyway here ya go. 13/10 https://t.co/i9CDd1oEu8	https://twitter.com/dog_rates/status/674999807681908736/photo/1	13.0	10.0	None	None	None	None	None	2321.0	1154.0
351	675006312288268288	https://pbs.twimg.com/media/CV4aqCwWsAIi3OP.jpg	boxer	2015-12-10 17:37:00 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Mollie. This pic was taken after she bet all her toys on Ronda Rousey. 10/10 hang in there pupper https://t.co/QMmAqA9VqO	https://twitter.com/dog_rates/status/675006312288268288/photo/1	10.0	10.0	Mollie	None	None	pupper	None	1012.0	237.0
352	675015141583413248	https://pbs.twimg.com/media/CV4iqh5WcAEV1E6.jpg	golden_retriever	2015-12-10 18:12:05 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Moe. He's a golden Fetty Woof. Doesn't respect the authorities. Might own a motorhome? 10/10 revolutionary pup https://t.co/JAncIdNp8G	https://twitter.com/dog_rates/status/675015141583413248/photo/1	10.0	10.0	Moe	None	None	None	None	2804.0	1263.0
355	675111688094527488	https://pbs.twimg.com/media/CV56f54WsAEv4kJ.jpg	Labrador_retriever	2015-12-11 00:35:44 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Oliver. He thought what was inside the pillow should be outside the pillow. Blurry since birth. 8/10 https://t.co/lFU9W31Fg9	https://twitter.com/dog_rates/status/675111688094527488/photo/1	8.0	10.0	Oliver	None	None	None	None	996.0	266.0
356	675145476954566656	https://pbs.twimg.com/media/CV6ZOPqWsAA20Uj.jpg	Labrador_retriever	2015-12-11 02:49:59 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	What an honor. 3 dogs here. Blond one is clearly a gymnast. Other two just confused. Very nifty pups. 9/10 for all https://t.co/YDgstgIDGs	https://twitter.com/dog_rates/status/675145476954566656/photo/1	9.0	10.0	None	None	None	None	None	2210.0	950.0
357	675146535592706048	https://pbs.twimg.com/media/CV6aMToXIAA7kH4.jpg	Cardigan	2015-12-11 02:54:12 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Coops. He's yelling at the carpet. Not very productive Coops. 7/10 https://t.co/Uz52oYnHzF	https://twitter.com/dog_rates/status/675146535592706048/photo/1	7.0	10.0	Coops	None	None	None	None	1236.0	328.0
358	675147105808306176	https://pbs.twimg.com/media/CV6atgoWcAEsdv6.jpg	golden_retriever	2015-12-11 02:56:28 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	When you're presenting a group project and the 4th guy tells the teacher that he did all the work. 10/10 https://t.co/f50mbB4UWS	https://twitter.com/dog_rates/status/675147105808306176/photo/1	10.0	10.0	None	None	None	None	None	977.0	253.0
361	675334060156301312	https://pbs.twimg.com/media/CV9EvZNUwAAgLCK.jpg	Pembroke	2015-12-11 15:19:21 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Good morning here's a grass pupper. 12/10 https://t.co/2d68FmWGGs	https://twitter.com/dog_rates/status/675334060156301312/photo/1,https://twitter.com/dog_rates/status/675334060156301312/photo/1	12.0	10.0	None	None	None	pupper	None	2876.0	1361.0
362	675349384339542016	https://pbs.twimg.com/media/CV9SrABU4AQI46z.jpg	borzoi	2015-12-11 16:20:15 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Yea I lied. Here's more. All 13/10 https://t.co/ZQZf2U4xCP	https://twitter.com/dog_rates/status/675349384339542016/photo/1,https://twitter.com/dog_rates/status/675349384339542016/photo/1,https://twitter.com/dog_rates/status/675349384339542016/photo/1,https://twitter.com/dog_rates/status/675349384339542016/photo/1	13.0	10.0	None	None	None	None	None	4054.0	2378.0
363	675354435921575936	https://pbs.twimg.com/ext_tw_video_thumb/675354114423808004/pu/img/qL1R_nGLqa6lmkOx.jpg	golden_retriever	2015-12-11 16:40:19 +0000	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	Everyone needs to watch this. 13/10 https://t.co/Bb3xnpsWBC	https://twitter.com/dog_rates/status/675354435921575936/video/1	13.0	10.0	None	None	None	None	None	33927.0	18098.0
364	675362609739206656	https://pbs.twimg.com/media/CV9etctWUAAl5Hp.jpg	Labrador_retriever	2015-12-11 17:12:48 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Daisy. She loves that shoe. Still no seat belt. Super churlish. 12/10 the dogs are killing it today https://t.co/cZlkvgRPdn	https://twitter.com/dog_rates/status/675362609739206656/photo/1	12.0	10.0	Daisy	None	None	None	None	1080.0	240.0
366	675432746517426176	https://pbs.twimg.com/media/CV-ef64WoAAbh0I.jpg	Labrador_retriever	2015-12-11 21:51:30 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Happy Friday. Here's some golden puppers. 12/10 for all https://t.co/wNkqAED6lG	https://twitter.com/dog_rates/status/675432746517426176/photo/1,https://twitter.com/dog_rates/status/675432746517426176/photo/1,https://twitter.com/dog_rates/status/675432746517426176/photo/1	12.0	10.0	None	None	None	None	None	1581.0	597.0
367	675489971617296384	https://pbs.twimg.com/media/CV_SimUWoAAvJSY.jpg	West_Highland_white_terrier	2015-12-12 01:38:53 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	RT until we find this dog. Clearly a cool dog (front leg relaxed out window). Looks to be a superb driver. 10/10 https://t.co/MnTrKaQ8Wn	https://twitter.com/dog_rates/status/675489971617296384/photo/1	10.0	10.0	None	None	None	None	None	1349.0	628.0
368	675497103322386432	https://pbs.twimg.com/media/CV_ZAhcUkAUeKtZ.jpg	vizsla	2015-12-12 02:07:14 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Reggie. He's going for the world record. Must concentrate. Focus up pup. 11/10 we all believe in you Reggie https://t.co/h3AWz4AzuC	https://twitter.com/dog_rates/status/675497103322386432/photo/1	11.0	10.0	Reggie	None	None	None	None	3250.0	1368.0
369	675517828909424640	https://pbs.twimg.com/media/CV_r3v4VAAALvwg.jpg	Scottish_deerhound	2015-12-12 03:29:35 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12/10 stay woke https://t.co/XDiQw4Akiw	https://twitter.com/dog_rates/status/675517828909424640/photo/1	12.0	10.0	None	None	None	None	None	1354.0	483.0
370	675522403582218240	https://pbs.twimg.com/media/CV_wCh8W4AEWWZ9.jpg	cocker_spaniel	2015-12-12 03:47:46 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Sammy. He's a Motorola Firefox. Hat under hoodie (must be a half-decent up and coming white rapper) 10/10 https://t.co/rO2zxf0OQ0	https://twitter.com/dog_rates/status/675522403582218240/photo/1	10.0	10.0	Sammy	None	None	None	None	1079.0	301.0
371	675531475945709568	https://pbs.twimg.com/media/CV_4ShmUYAA3wNu.jpg	Pembroke	2015-12-12 04:23:49 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Ellie AKA Queen Slayer of the Orbs. Very self-motivated. Great yard. Rad foliage. 10/10 would pet diligently https://t.co/c9jmg3Xtzn	https://twitter.com/dog_rates/status/675531475945709568/photo/1	10.0	10.0	Ellie	None	None	None	None	1222.0	408.0
372	675534494439489536	https://pbs.twimg.com/media/CV_7CV6XIAEV05u.jpg	chow	2015-12-12 04:35:48 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Seriously guys?! Only send in dogs. I only rate dogs. This is a baby black bear... 11/10 https://t.co/H7kpabTfLj	https://twitter.com/dog_rates/status/675534494439489536/photo/1	11.0	10.0	a	None	None	None	None	1882.0	440.0
373	675706639471788032	https://pbs.twimg.com/media/CWCXj35VEAIFvtk.jpg	English_springer	2015-12-12 15:59:51 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is a Sizzlin Menorah spaniel from Brooklyn named Wylie. Lovable eyes. Chiller as hell. 10/10 and I'm out.. poof https://t.co/7E0AiJXPmI	https://twitter.com/dog_rates/status/675706639471788032/photo/1	10.0	10.0	a	None	None	None	None	670.0	103.0
374	675707330206547968	https://pbs.twimg.com/media/CWCYOqWUAAARmGr.jpg	Staffordshire_bullterrier	2015-12-12 16:02:36 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	We've got ourselves a battle here. Watch out Reggie. 11/10 https://t.co/ALJvbtcwf0	https://twitter.com/dog_rates/status/675707330206547968/photo/1	11.0	10.0	None	None	None	None	None	2061.0	735.0
375	675710890956750848	https://pbs.twimg.com/media/CWCbd8ZWoAAtqoH.jpg	standard_schnauzer	2015-12-12 16:16:45 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Lenny. He was just told that he couldn't explore the fish tank. 12/10 smh all that work for nothing https://t.co/JWi6YrpiO1	https://twitter.com/dog_rates/status/675710890956750848/photo/1,https://twitter.com/dog_rates/status/675710890956750848/photo/1	12.0	10.0	Lenny	None	None	None	None	1960.0	872.0
377	675781562965868544	https://pbs.twimg.com/media/CWDbv2yU4AARfeH.jpg	Maltese_dog	2015-12-12 20:57:34 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Buddah. He was Waldo for Halloween. 11/10 https://t.co/DVAqAnb624	https://twitter.com/dog_rates/status/675781562965868544/photo/1	11.0	10.0	Buddah	None	None	None	None	1684.0	502.0
378	675798442703122432	https://pbs.twimg.com/media/CWDrGH4UYAARoq_.jpg	beagle	2015-12-12 22:04:39 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Bernie. He just touched a boob for the first time. 10/10 https://t.co/whQKMygnK6	https://twitter.com/dog_rates/status/675798442703122432/photo/1	10.0	10.0	Bernie	None	None	None	None	10629.0	3577.0
380	675822767435051008	https://pbs.twimg.com/media/CWEBOFYWwAA-O2c.jpg	Pomeranian	2015-12-12 23:41:18 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	🎶 HELLO FROM THE OTHER SIIIIIIIIDE 🎶 10/10s https://t.co/GK2HJtkdQk	https://twitter.com/dog_rates/status/675822767435051008/photo/1	10.0	10.0	None	None	None	None	None	1583.0	566.0
381	675845657354215424	https://pbs.twimg.com/media/CWEWClfW4AAnqhG.jpg	pug	2015-12-13 01:12:15 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Pepper. She's not fully comfortable riding her imaginary bike yet. 10/10 don't worry pupper, it gets easier https://t.co/40dj4eTsXG	https://twitter.com/dog_rates/status/675845657354215424/photo/1	10.0	10.0	Pepper	None	None	pupper	None	2372.0	943.0
382	675853064436391936	https://pbs.twimg.com/media/CWEcxqWVEAAHyGH.jpg	Labrador_retriever	2015-12-13 01:41:41 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Here we have an entire platoon of puppers. Total score: 88/80 would pet all at once https://t.co/y93p6FLvVw	https://twitter.com/dog_rates/status/675853064436391936/photo/1,https://twitter.com/dog_rates/status/675853064436391936/photo/1	8.0	80.0	None	None	None	None	None	2785.0	1373.0
383	675870721063669760	https://pbs.twimg.com/media/CWEs1b-WEAEhq82.jpg	golden_retriever	2015-12-13 02:51:51 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	&amp; this is Yoshi. Another world record contender 11/10 (what the hell is happening why are there so many contenders?) https://t.co/QG708dDNH6	https://twitter.com/dog_rates/status/675870721063669760/photo/1	11.0	10.0	None	None	None	None	None	1706.0	604.0
384	675878199931371520	https://pbs.twimg.com/media/CWEzo19WoAEiOCj.jpg	Cardigan	2015-12-13 03:21:34 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Ok, I'll admit this is a pretty adorable bunny hopping towards the ocean but please only send in dogs... 11/10 https://t.co/sfsVCGIipI	https://twitter.com/dog_rates/status/675878199931371520/photo/1	11.0	10.0	None	None	None	None	None	4338.0	1477.0
385	675888385639251968	https://pbs.twimg.com/media/CWE85snWIAEG5ES.jpg	West_Highland_white_terrier	2015-12-13 04:02:03 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Breathtaking scene. A father taking care of his newborn pup. Tugs at the heartstrings. 10/10 restores my faith https://t.co/06oZdehGEa	https://twitter.com/dog_rates/status/675888385639251968/photo/1	10.0	10.0	None	None	None	None	None	2464.0	1018.0
388	676089483918516224	https://pbs.twimg.com/media/CWHzzFGXIAA0Y_H.jpg	bull_mastiff	2015-12-13 17:21:08 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"""Yes hello I'ma just snag this here toasted bagel real quick. carry on."" 9/10 https://t.co/Cuz0Osnekp"	https://twitter.com/dog_rates/status/676089483918516224/photo/1	9.0	10.0	None	None	None	None	None	1371.0	453.0
389	676101918813499392	https://pbs.twimg.com/media/CWH_FTgWIAAwOUy.jpg	Shih-Tzu	2015-12-13 18:10:33 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Striker. He's ready for Christmas. 11/10 https://t.co/B3xxSLjQSH	https://twitter.com/dog_rates/status/676101918813499392/photo/1	11.0	10.0	Striker	None	None	None	None	2920.0	1226.0
392	676219687039057920	https://pbs.twimg.com/media/CWJqN9iWwAAg86R.jpg	whippet	2015-12-14 01:58:31 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Kenneth. He's stuck in a bubble. 10/10 hang in there Kenneth https://t.co/uQt37xlYMJ	https://twitter.com/dog_rates/status/676219687039057920/photo/1	10.0	10.0	Kenneth	None	None	None	None	77823.0	32866.0
394	676263575653122048	https://pbs.twimg.com/media/CWKSIfUUYAAiOBO.jpg	toy_poodle	2015-12-14 04:52:55 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	All this pupper wanted to do was go skiing. No one told him about the El Niño. Poor pupper. 10/10 maybe next year https://t.co/fTgbq1UBR9	https://twitter.com/dog_rates/status/676263575653122048/photo/1	10.0	10.0	None	None	None	pupper	None	2162.0	581.0
395	676430933382295552	https://pbs.twimg.com/media/CWMqV7WUYAEEClG.jpg	golden_retriever	2015-12-14 15:57:56 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"Meet Duke. He's an Urban Parmesan. They know he's scared of the green rubber dog. ""Why u do dis?"" thinks Duke. 10/10 https://t.co/3bim9U5Idr"	https://twitter.com/dog_rates/status/676430933382295552/photo/1	10.0	10.0	Duke	None	None	None	None	1455.0	364.0
399	676533798876651520	https://pbs.twimg.com/media/CWOH4s9U8AEtkmQ.jpg	chow	2015-12-14 22:46:41 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	ITSOFLUFFAYYYYY 12/10 https://t.co/bfw13CnuuZ	https://twitter.com/dog_rates/status/676533798876651520/photo/1	12.0	10.0	None	None	None	None	None	1958.0	594.0
401	676582956622721024	https://pbs.twimg.com/media/CWO0m8tUwAAB901.jpg	Boston_bull	2015-12-15 02:02:01 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Vinnie. He's having fun while being safe. Well not a lot of fun, but definitely safe, and that's important 8/10 https://t.co/vZYtynZZlH	https://twitter.com/dog_rates/status/676582956622721024/photo/1	8.0	10.0	Vinnie	None	None	None	None	1258.0	298.0
403	676603393314578432	https://pbs.twimg.com/media/CWPHMqKVAAAE78E.jpg	whippet	2015-12-15 03:23:14 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Godzilla pupper. He had a ruff childhood &amp; now deflects that pain outward by terrorizing cities. Tragic 9/10 https://t.co/g1tLGkyaxr	https://twitter.com/dog_rates/status/676603393314578432/photo/1	9.0	10.0	Godzilla	None	None	pupper	None	1222.0	412.0
404	676606785097199616	https://pbs.twimg.com/media/CWPKSGpWcAQN6mw.jpg	malinois	2015-12-15 03:36:42 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	*screeches for a sec and then faints* 12/10 https://t.co/N5QL4ySBEx	https://twitter.com/dog_rates/status/676606785097199616/photo/1	12.0	10.0	None	None	None	None	None	1963.0	465.0
406	676617503762681856	https://pbs.twimg.com/media/CWPUB9TWwAALPPx.jpg	Chihuahua	2015-12-15 04:19:18 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	I promise this wasn't meant to be a cuteness overload account but ermergerd look at this cozy pupper. 13/10 https://t.co/mpQl2rJjDh	https://twitter.com/dog_rates/status/676617503762681856/photo/1	13.0	10.0	None	None	None	pupper	None	3018.0	1046.0
407	676811746707918848	https://pbs.twimg.com/media/CWSEsO9WwAAX-fZ.jpg	Chihuahua	2015-12-15 17:11:09 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Penny &amp; Gizmo. They are practicing their caroling. The ambition in the room is tangible. 9/10 for both https://t.co/aqBHjjh5VD	https://twitter.com/dog_rates/status/676811746707918848/photo/1	9.0	10.0	Penny	None	None	None	None	1474.0	449.0
410	676864501615042560	https://pbs.twimg.com/media/CWS0q8iU8AE2Srr.jpg	Chesapeake_Bay_retriever	2015-12-15 20:40:47 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Ash. He's just a head now. Lost his body during the Third Crusade. Still in good spirits. 10/10 would pet well https://t.co/NJj2uP0atK	https://twitter.com/dog_rates/status/676864501615042560/photo/1	10.0	10.0	Ash	None	None	None	None	2198.0	757.0
411	676936541936185344	https://pbs.twimg.com/media/CWT2MUgWIAECWig.jpg	Chesapeake_Bay_retriever	2015-12-16 01:27:03 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Here we see a rare pouched pupper. Ample storage space. Looks alert. Jumps at random. Kicked open that door. 8/10 https://t.co/mqvaxleHRz	https://twitter.com/dog_rates/status/676936541936185344/photo/1	8.0	10.0	None	None	None	pupper	None	13231.0	5223.0
414	676957860086095872	https://pbs.twimg.com/ext_tw_video_thumb/676957802976419840/pu/img/dCj-qlXo73A5hf6Q.jpg	Labrador_retriever	2015-12-16 02:51:45 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	10/10 I'd follow this dog into battle no questions asked https://t.co/ngTNXYQF0L	https://twitter.com/dog_rates/status/676957860086095872/video/1	10.0	10.0	None	None	None	None	None	2307.0	858.0
416	677187300187611136	https://pbs.twimg.com/media/CWXaQMBWcAAATDi.jpg	English_setter	2015-12-16 18:03:28 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Here we see a Byzantine Rigatoni. Very aerodynamic. No eyes. Actually not windy here they just look like that. 9/10 https://t.co/gzI0m6wXRo	https://twitter.com/dog_rates/status/677187300187611136/photo/1	9.0	10.0	None	None	None	None	None	2851.0	984.0
418	677301033169788928	https://pbs.twimg.com/media/CWZBsjPWsAAZFFl.jpg	Japanese_spaniel	2015-12-17 01:35:24 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Juckson. He's totally on his way to a nascar race. 5/10 for Juckson https://t.co/IoLRvF0Kak	https://twitter.com/dog_rates/status/677301033169788928/photo/1	5.0	10.0	Juckson	None	None	None	None	1298.0	436.0
420	677328882937298944	https://pbs.twimg.com/media/CWZbBlAUsAAjRg5.jpg	kelpie	2015-12-17 03:26:04 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Derek. All the dogs adore Derek. He's a great guy. 10/10 really solid pup https://t.co/KgcsGNb61s	https://twitter.com/dog_rates/status/677328882937298944/photo/1	10.0	10.0	Derek	None	None	None	None	3793.0	1593.0
421	677331501395156992	https://pbs.twimg.com/media/CWZdaGxXAAAjGjb.jpg	beagle	2015-12-17 03:36:28 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Humphrey. He's a Northern Polyp Viagra. One ear works. Face stuck like that. Always surprised. 9/10 petable af https://t.co/FS7eJQM2F4	https://twitter.com/dog_rates/status/677331501395156992/photo/1	9.0	10.0	Humphrey	None	None	None	None	1139.0	253.0
422	677334615166730240	https://pbs.twimg.com/media/CWZgPPUWUAAUOvu.jpg	Lakeland_terrier	2015-12-17 03:48:51 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This dog gave up mid jump. 9/10 https://t.co/KmMv3Y2zI8	https://twitter.com/dog_rates/status/677334615166730240/photo/1,https://twitter.com/dog_rates/status/677334615166730240/photo/1	9.0	10.0	None	None	None	None	None	1420.0	314.0
423	677530072887205888	https://pbs.twimg.com/media/CWcSAI-WUAAOB9W.jpg	Staffordshire_bullterrier	2015-12-17 16:45:31 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Axel. He's a Black Chevy Pinot on wheels. 0 to 60 in 5.7 seconds (if downhill). 9/10 I call shotgun https://t.co/DKe9DBnnHE	https://twitter.com/dog_rates/status/677530072887205888/photo/1	9.0	10.0	Axel	None	None	None	None	1121.0	242.0
424	677547928504967168	https://pbs.twimg.com/media/CWciPonWEAUOqLD.jpg	American_Staffordshire_terrier	2015-12-17 17:56:29 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Not much to say here. I just think everyone needs to see this. 12/10 https://t.co/AGag0hFHpe	https://twitter.com/dog_rates/status/677547928504967168/photo/1	12.0	10.0	None	None	None	None	None	7230.0	3875.0
425	677557565589463040	https://pbs.twimg.com/media/CWcrAVQWEAA6QMp.jpg	Shih-Tzu	2015-12-17 18:34:46 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Reckless pupper here. Not even looking at road. Absolute menace. No regard for fellow pupper lives. 10/10 still cute https://t.co/96IBkOYB7j	https://twitter.com/dog_rates/status/677557565589463040/photo/1	10.0	10.0	None	None	None	pupper	None	2546.0	1242.0
432	677716515794329600	https://pbs.twimg.com/media/CWe7kw9W4AE8UJh.jpg	chow	2015-12-18 05:06:23 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	IT'S PUPPERGEDDON. Total of 144/120 ...I think https://t.co/ZanVtAtvIq	https://twitter.com/dog_rates/status/677716515794329600/photo/1	14.0	120.0	None	None	None	None	None	3184.0	1033.0
433	677895101218201600	https://pbs.twimg.com/media/CWhd_7WWsAAaqWG.jpg	dalmatian	2015-12-18 16:56:01 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Guys this was terrifying. Really spooked me up. We don't rate ghosts. We rate dogs. Please only send dogs... 9/10 https://t.co/EJImi1udYb	https://twitter.com/dog_rates/status/677895101218201600/photo/1	9.0	10.0	None	None	None	None	None	5046.0	2251.0
434	677918531514703872	https://pbs.twimg.com/media/CWhzTbzWUAAEAUN.jpg	Eskimo_dog	2015-12-18 18:29:07 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"""Everything looks pretty good in there. Make sure to brush your gums. Been flossing? How's school going?"" Both 10/10 https://t.co/lWL2IMJqLR"	https://twitter.com/dog_rates/status/677918531514703872/photo/1	10.0	10.0	None	None	None	None	None	1412.0	436.0
436	678255464182861824	https://pbs.twimg.com/media/CWmlvxJU4AEAqaN.jpg	Chihuahua	2015-12-19 16:47:58 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Jessifer. She is a Bismoth Teriyaki. Flowers being attacked by hurricanes on bandana (rad). 9/10 stellar pup https://t.co/nZhmRwZzWv	https://twitter.com/dog_rates/status/678255464182861824/photo/1	9.0	10.0	Jessifer	None	None	None	None	1656.0	398.0
437	678278586130948096	https://pbs.twimg.com/media/CWm6xySUEAAqfFU.jpg	Maltese_dog	2015-12-19 18:19:51 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Another spooky pupper here. Most definitely floating. No legs. Probably knows some dark magic. 10/10 very spooked https://t.co/JK8MByRzgj	https://twitter.com/dog_rates/status/678278586130948096/photo/1	10.0	10.0	None	None	None	pupper	None	12005.0	6495.0
438	678334497360859136	https://pbs.twimg.com/media/CWntoDVWcAEl3NB.jpg	Norfolk_terrier	2015-12-19 22:02:01 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Rosie. She has a snazzy bow tie and a fin for a tail. Probably super fast underwater. Cool socks 10/10 https://t.co/GO76MdGBs0	https://twitter.com/dog_rates/status/678334497360859136/photo/1	10.0	10.0	Rosie	None	None	None	None	1361.0	280.0
